milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
1523629883286,458752,87,-56,-1,-1,0
1523629883286,393216,87,-56,-1,-1,0
1523629883286,393216,87,-56,-1,-1,0
1523629883327,458752,88,-56,-1,-1,0
1523629883327,458752,88,-56,-1,-1,0
1523629883327,327680,88,-56,-1,-1,0
1523629883327,262144,88,-56,-1,-1,0
1523629883327,262144,88,-56,-1,-1,0
1523629883366,262144,88,-56,-1,-1,0
1523629883366,262144,88,-56,-1,-1,0
1523629883366,262144,88,-56,-1,-1,0
1523629883366,0,88,-56,-1,-1,0
1523629883366,-1769472,88,-56,-1,-1,0
1523629883407,-5308416,88,-56,-1,-1,0
1523629883407,-7995392,88,-56,-1,-1,0
1523629883407,-5963776,88,-56,-1,-1,0
1523629883407,-1114112,88,-56,-1,-1,0
1523629883407,1835008,88,-56,-1,-1,0
1523629883448,1966080,88,-56,-1,-1,0
1523629883448,1245184,88,-56,-1,-1,0
1523629883448,720896,88,-56,-1,-1,0
1523629883448,458752,88,-56,-1,-1,0
1523629883448,393216,88,-56,-1,-1,0
1523629883487,262144,88,-56,-1,-1,0
1523629883487,262144,88,-56,-1,-1,0
1523629883487,131072,88,-56,-1,-1,0
1523629883487,0,88,-56,-1,-1,0
1523629883487,-131072,88,-56,-1,-1,0
1523629883526,-196608,88,-56,-1,-1,0
1523629883526,-196608,88,-56,-1,-1,0
1523629883526,-262144,88,-56,-1,-1,0
1523629883526,-524288,88,-56,-1,-1,0
1523629883526,-720896,88,-56,-1,-1,0
1523629883567,-917504,88,-56,-1,-1,0
1523629883567,-1114112,88,-56,-1,-1,0
1523629883567,-1441792,88,-56,-1,-1,0
1523629883567,-1835008,88,-56,-1,-1,0
1523629883567,-2228224,88,-56,-1,-1,0
1523629883606,-2490368,88,-56,-1,-1,0
1523629883606,-2686976,88,-56,-1,-1,0
1523629883606,-2883584,88,-56,-1,-1,0
1523629883606,-3014656,88,-56,-1,-1,0
1523629883606,-2818048,88,-56,-1,-1,0
1523629883647,-2359296,88,-56,-1,-1,0
1523629883647,-1900544,88,-56,-1,-1,0
1523629883647,-1507328,88,-56,-1,-1,0
1523629883647,-1048576,88,-56,-1,-1,0
1523629883647,-655360,88,-56,-1,-1,0
1523629883687,-262144,88,-56,-1,-1,0
1523629883687,0,88,-56,-1,-1,0
1523629883687,196608,88,-56,-1,-1,0
1523629883687,196608,88,-56,-1,-1,0
1523629883687,196608,88,-56,-1,-1,0
1523629883727,262144,88,-56,-1,-1,0
1523629883727,262144,88,-56,-1,-1,0
1523629883727,327680,88,-56,-1,-1,0
1523629883727,327680,88,-56,-1,-1,0
1523629883727,393216,88,-56,-1,-1,0
1523629883767,393216,88,-56,-1,-1,0
1523629883767,458752,88,-56,-1,-1,0
1523629883767,524288,88,-56,-1,-1,0
1523629883767,458752,88,-56,-1,-1,0
1523629883767,393216,88,-56,-1,-1,0
1523629883807,458752,88,-56,-1,-1,0
1523629883807,589824,88,-56,-1,-1,0
1523629883807,655360,88,-56,-1,-1,0
1523629883807,589824,88,-56,-1,-1,0
1523629883807,589824,88,-56,-1,-1,0
1523629883847,524288,88,-56,-1,-1,0
1523629883847,458752,88,-56,-1,-1,0
1523629883847,458752,88,-56,-1,-1,0
1523629883847,458752,88,-56,-1,-1,0
1523629883847,458752,88,-56,-1,-1,0
1523629883887,524288,88,-56,-1,-1,0
1523629883887,524288,88,-56,-1,-1,0
1523629883887,393216,88,-56,-1,-1,0
1523629883887,327680,88,-56,-1,-1,0
1523629883887,327680,88,-56,-1,-1,0
1523629883927,393216,88,-56,-1,-1,0
1523629883927,393216,88,-56,-1,-1,0
1523629883927,393216,88,-56,-1,-1,0
1523629883927,458752,88,-56,-1,-1,0
1523629883927,458752,88,-56,-1,-1,0
1523629883967,524288,88,-56,-1,-1,0
1523629883967,589824,88,-56,-1,-1,0
1523629883967,720896,88,-56,-1,-1,0
1523629883967,720896,88,-56,-1,-1,0
1523629883967,655360,88,-56,-1,-1,0
1523629884007,589824,88,-56,-1,-1,0
1523629884007,655360,88,-56,-1,-1,0
1523629884007,786432,88,-56,-1,-1,0
1523629884007,917504,88,-56,-1,-1,0
1523629884007,458752,88,-56,-1,-1,0
1523629884047,-1441792,88,-56,-1,-1,0
1523629884047,-5177344,88,-56,-1,-1,0
1523629884047,-8585216,88,-56,-1,-1,0
1523629884047,-7340032,88,-56,-1,-1,0
1523629884047,-2359296,88,-56,-1,-1,0
1523629884088,1310720,88,-56,-1,-1,0
1523629884088,1835008,88,-56,-1,-1,0
1523629884088,1376256,88,-56,-1,-1,0
1523629884088,983040,88,-56,-1,-1,0
1523629884088,851968,88,-56,-1,-1,0
1523629884127,786432,88,-56,-1,-1,0
1523629884127,589824,88,-56,-1,-1,0
1523629884127,393216,88,-56,-1,-1,0
1523629884127,393216,88,-56,-1,-1,0
1523629884127,393216,88,-56,-1,-1,0
1523629884167,327680,88,-56,-1,-1,0
1523629884167,327680,88,-56,-1,-1,0
1523629884167,327680,88,-56,-1,-1,0
1523629884167,131072,88,-56,-1,-1,0
1523629884167,0,88,-56,-1,-1,0
1523629884207,-196608,88,-56,-1,-1,0
1523629884207,-327680,88,-56,-1,-1,0
1523629884207,-524288,88,-56,-1,-1,0
1523629884207,-786432,88,-56,-1,-1,0
1523629884207,-1048576,88,-56,-1,-1,0
1523629884247,-1310720,88,-56,-1,-1,0
1523629884247,-1703936,88,-56,-1,-1,0
1523629884247,-1966080,88,-56,-1,-1,0
1523629884247,-2031616,88,-56,-1,-1,0
1523629884247,-2097152,88,-56,-1,-1,0
1523629884287,-1966080,88,-56,-1,-1,0
1523629884287,-1769472,88,-56,-1,-1,0
1523629884287,-1376256,88,-56,-1,-1,0
1523629884287,-983040,88,-56,-1,-1,0
1523629884287,-524288,88,-56,-1,-1,0
1523629884327,-262144,88,-56,-1,-1,0
1523629884327,-65536,88,-56,-1,-1,0
1523629884327,131072,88,-56,-1,-1,0
1523629884327,393216,88,-56,-1,-1,0
1523629884327,524288,88,-56,-1,-1,0
1523629884367,589824,88,-56,-1,-1,0
1523629884367,589824,88,-56,-1,-1,0
1523629884367,589824,88,-56,-1,-1,0
1523629884367,589824,88,-56,-1,-1,0
1523629884367,589824,88,-56,-1,-1,0
1523629884407,524288,88,-56,-1,-1,0
1523629884407,589824,88,-56,-1,-1,0
1523629884407,720896,88,-56,-1,-1,0
1523629884407,851968,88,-56,-1,-1,0
1523629884407,786432,88,-56,-1,-1,0
1523629884447,720896,88,-56,-1,-1,0
1523629884447,655360,88,-56,-1,-1,0
1523629884447,720896,88,-56,-1,-1,0
1523629884447,786432,88,-56,-1,-1,0
1523629884447,851968,88,-56,-1,-1,0
1523629884487,851968,88,-56,-1,-1,0
1523629884487,917504,88,-56,-1,-1,0
1523629884487,917504,88,-56,-1,-1,0
1523629884487,851968,88,-56,-1,-1,0
1523629884487,720896,88,-56,-1,-1,0
1523629884527,720896,88,-56,-1,-1,0
1523629884527,786432,88,-56,-1,-1,0
1523629884527,786432,88,-56,-1,-1,0
1523629884527,786432,88,-56,-1,-1,0
1523629884527,655360,88,-56,-1,-1,0
1523629884567,655360,88,-56,-1,-1,0
1523629884567,720896,88,-56,-1,-1,0
1523629884567,655360,88,-56,-1,-1,0
1523629884567,524288,88,-56,-1,-1,0
1523629884567,524288,88,-56,-1,-1,0
1523629884607,655360,88,-56,-1,-1,0
1523629884607,720896,88,-56,-1,-1,0
1523629884607,786432,88,-56,-1,-1,0
1523629884607,786432,88,-56,-1,-1,0
1523629884607,851968,88,-56,-1,-1,0
1523629884647,983040,88,-56,-1,-1,0
1523629884647,1048576,88,-56,-1,-1,0
1523629884647,983040,88,-56,-1,-1,0
1523629884647,983040,88,-56,-1,-1,0
1523629884647,1048576,88,-56,-1,-1,0
1523629884687,1048576,88,-56,-1,-1,0
1523629884687,983040,88,-56,-1,-1,0
1523629884687,0,88,-56,-1,-1,0
1523629884687,-2752512,88,-56,-1,-1,0
1523629884687,-6946816,88,-56,-1,-1,0
1523629884728,-8388608,88,-56,-1,-1,0
1523629884728,-4849664,88,-56,-1,-1,0
1523629884728,65536,88,-56,-1,-1,0
1523629884728,2031616,88,-56,-1,-1,0
1523629884728,1900544,88,-56,-1,-1,0
1523629884767,1507328,88,-56,-1,-1,0
1523629884767,1179648,88,-56,-1,-1,0
1523629884767,1048576,88,-56,-1,-1,0
1523629884767,983040,88,-56,-1,-1,0
1523629884767,851968,88,-56,-1,-1,0
1523629884807,720896,88,-56,-1,-1,0
1523629884807,589824,88,-56,-1,-1,0
1523629884807,524288,88,-56,-1,-1,0
1523629884807,524288,88,-56,-1,-1,0
1523629884807,589824,88,-56,-1,-1,0
1523629884847,458752,88,-56,-1,-1,0
1523629884847,262144,88,-56,-1,-1,0
1523629884847,0,88,-56,-1,-1,0
1523629884847,0,88,-56,-1,-1,0
1523629884847,-262144,88,-56,-1,-1,0
1523629884887,-458752,88,-56,-1,-1,0
1523629884887,-786432,88,-56,-1,-1,0
1523629884887,-1114112,88,-56,-1,-1,0
1523629884887,-1507328,88,-56,-1,-1,0
1523629884887,-1769472,88,-56,-1,-1,0
1523629884927,-1900544,88,-56,-1,-1,0
1523629884927,-1900544,88,-56,-1,-1,0
1523629884927,-1900544,88,-56,-1,-1,0
1523629884927,-1703936,88,-56,-1,-1,0
1523629884927,-1376256,88,-56,-1,-1,0
1523629884967,-983040,88,-56,-1,-1,0
1523629884967,-524288,88,-56,-1,-1,0
1523629884967,-131072,88,-56,-1,-1,0
1523629884967,131072,88,-56,-1,-1,0
1523629884967,393216,88,-56,-1,-1,0
1523629885007,524288,88,-56,-1,-1,0
1523629885007,655360,88,-56,-1,-1,0
1523629885007,786432,88,-56,-1,-1,0
1523629885007,851968,88,-56,-1,-1,0
1523629885007,786432,88,-56,-1,-1,0
1523629885047,720896,88,-56,-1,-1,0
1523629885047,720896,88,-56,-1,-1,0
1523629885047,720896,88,-56,-1,-1,0
1523629885047,786432,88,-56,-1,-1,0
1523629885047,786432,88,-56,-1,-1,0
1523629885087,786432,88,-56,-1,-1,0
1523629885087,851968,88,-56,-1,-1,0
1523629885087,851968,88,-56,-1,-1,0
1523629885087,851968,88,-56,-1,-1,0
1523629885087,720896,88,-56,-1,-1,0
1523629885127,786432,88,-56,-1,-1,0
1523629885127,786432,88,-56,-1,-1,0
1523629885127,851968,88,-56,-1,-1,0
1523629885127,851968,88,-56,-1,-1,0
1523629885127,851968,88,-56,-1,-1,0
1523629885167,851968,88,-56,-1,-1,0
1523629885167,851968,88,-56,-1,-1,0
1523629885167,786432,88,-56,-1,-1,0
1523629885167,720896,88,-56,-1,-1,0
1523629885167,720896,88,-56,-1,-1,0
1523629885207,786432,88,-56,-1,-1,0
1523629885207,786432,88,-56,-1,-1,0
1523629885207,786432,88,-56,-1,-1,0
1523629885207,786432,88,-56,-1,-1,0
1523629885207,786432,88,-56,-1,-1,0
1523629885247,851968,88,-56,-1,-1,0
1523629885247,655360,88,-56,-1,-1,0
1523629885247,524288,88,-56,-1,-1,0
1523629885247,458752,88,-56,-1,-1,0
1523629885247,393216,88,-56,-1,-1,0
1523629885287,458752,88,-56,-1,-1,0
1523629885287,589824,88,-56,-1,-1,0
1523629885287,655360,88,-56,-1,-1,0
1523629885287,720896,88,-56,-1,-1,0
1523629885287,786432,88,-56,-1,-1,0
1523629885327,851968,88,-56,-1,-1,0
1523629885327,851968,88,-56,-1,-1,0
1523629885327,851968,88,-56,-1,-1,0
1523629885327,851968,88,-56,-1,-1,0
1523629885327,786432,88,-56,-1,-1,0
1523629885368,786432,88,-56,-1,-1,0
1523629885368,786432,88,-56,-1,-1,0
1523629885368,851968,88,-56,-1,-1,0
1523629885368,786432,88,-56,-1,-1,0
1523629885368,0,88,-56,-1,-1,0
1523629885407,-2555904,88,-56,-1,-1,0
1523629885407,-6750208,88,-56,-1,-1,0
1523629885407,-8454144,88,-56,-1,-1,0
1523629885407,-4980736,88,-56,-1,-1,0
1523629885407,0,88,-56,-1,-1,0
1523629885447,1966080,88,-56,-1,-1,0
1523629885447,1703936,88,-56,-1,-1,0
1523629885447,1245184,88,-56,-1,-1,0
1523629885447,983040,88,-56,-1,-1,0
1523629885447,851968,88,-56,-1,-1,0
1523629885487,786432,88,-56,-1,-1,0
1523629885487,655360,88,-56,-1,-1,0
1523629885487,589824,88,-56,-1,-1,0
1523629885487,524288,88,-56,-1,-1,0
1523629885487,524288,88,-56,-1,-1,0
1523629885527,458752,88,-56,-1,-1,0
1523629885527,327680,88,-56,-1,-1,0
1523629885527,262144,88,-56,-1,-1,0
1523629885527,131072,88,-56,-1,-1,0
1523629885527,65536,88,-56,-1,-1,0
1523629885567,-65536,88,-56,-1,-1,0
1523629885567,-393216,88,-56,-1,-1,0
1523629885567,-720896,88,-56,-1,-1,0
1523629885567,-983040,88,-56,-1,-1,0
1523629885567,-1245184,88,-56,-1,-1,0
1523629885607,-1507328,88,-56,-1,-1,0
1523629885607,-1769472,88,-56,-1,-1,0
1523629885607,-2031616,88,-56,-1,-1,0
1523629885607,-2162688,88,-56,-1,-1,0
1523629885607,-2162688,88,-56,-1,-1,0
1523629885647,-2031616,88,-56,-1,-1,0
1523629885647,-1703936,88,-56,-1,-1,0
1523629885647,-1179648,88,-56,-1,-1,0
1523629885647,-720896,88,-56,-1,-1,0
1523629885647,-327680,88,-56,-1,-1,0
1523629885687,0,88,-56,-1,-1,0
1523629885687,131072,88,-56,-1,-1,0
1523629885687,262144,88,-56,-1,-1,0
1523629885687,393216,88,-56,-1,-1,0
1523629885687,589824,88,-56,-1,-1,0
1523629885727,655360,88,-56,-1,-1,0
1523629885727,655360,88,-56,-1,-1,0
1523629885727,655360,88,-56,-1,-1,0
1523629885727,589824,88,-56,-1,-1,0
1523629885727,589824,88,-56,-1,-1,0
1523629885767,589824,88,-56,-1,-1,0
1523629885767,655360,88,-56,-1,-1,0
1523629885767,720896,88,-56,-1,-1,0
1523629885767,720896,88,-56,-1,-1,0
1523629885767,720896,88,-56,-1,-1,0
1523629885807,720896,88,-56,-1,-1,0
1523629885807,786432,88,-56,-1,-1,0
1523629885807,851968,88,-56,-1,-1,0
1523629885807,851968,88,-56,-1,-1,0
1523629885807,851968,88,-56,-1,-1,0
1523629885847,851968,88,-56,-1,-1,0
1523629885847,786432,88,-56,-1,-1,0
1523629885847,720896,88,-56,-1,-1,0
1523629885847,655360,88,-56,-1,-1,0
1523629885847,655360,88,-56,-1,-1,0
1523629885887,655360,88,-56,-1,-1,0
1523629885887,589824,88,-56,-1,-1,0
1523629885887,589824,88,-56,-1,-1,0
1523629885887,655360,88,-56,-1,-1,0
1523629885887,720896,88,-56,-1,-1,0
1523629885927,720896,88,-56,-1,-1,0
1523629885927,720896,88,-56,-1,-1,0
1523629885927,786432,88,-56,-1,-1,0
1523629885927,851968,88,-56,-1,-1,0
1523629885927,786432,88,-56,-1,-1,0
1523629885967,655360,88,-56,-1,-1,0
1523629885967,589824,88,-56,-1,-1,0
1523629885967,589824,88,-56,-1,-1,0
1523629885967,786432,88,-56,-1,-1,0
1523629885967,917504,88,-56,-1,-1,0
1523629886008,851968,88,-56,-1,-1,0
1523629886008,720896,88,-56,-1,-1,0
1523629886008,589824,88,-56,-1,-1,0
1523629886008,524288,88,-56,-1,-1,0
1523629886008,458752,88,-56,-1,-1,0
1523629886047,524288,88,-56,-1,-1,0
1523629886047,655360,88,-56,-1,-1,0
1523629886047,786432,88,-56,-1,-1,0
1523629886047,786432,88,-56,-1,-1,0
1523629886047,786432,88,-56,-1,-1,0
1523629886087,851968,88,-56,-1,-1,0
1523629886087,851968,88,-56,-1,-1,0
1523629886087,786432,88,-56,-1,-1,0
1523629886087,720896,88,-56,-1,-1,0
1523629886087,786432,88,-56,-1,-1,0
1523629886127,917504,88,-56,-1,-1,0
1523629886127,917504,88,-56,-1,-1,0
1523629886127,786432,88,-56,-1,-1,0
1523629886127,-196608,88,-56,-1,-1,0
1523629886127,-3145728,88,-56,-1,-1,0
1523629886167,-7340032,88,-56,-1,-1,0
1523629886167,-8388608,88,-56,-1,-1,0
1523629886167,-4587520,88,-56,-1,-1,0
1523629886167,131072,88,-56,-1,-1,0
1523629886167,1966080,88,-56,-1,-1,0
1523629886207,1835008,87,-56,-1,-1,0
1523629886207,1441792,87,-56,-1,-1,0
1523629886207,1048576,87,-56,-1,-1,0
1523629886207,851968,87,-56,-1,-1,0
1523629886207,655360,87,-56,-1,-1,0
1523629886247,524288,87,-56,-1,-1,0
1523629886247,458752,87,-56,-1,-1,0
1523629886247,393216,87,-56,-1,-1,0
1523629886247,393216,87,-56,-1,-1,0
1523629886247,262144,87,-56,-1,-1,0
1523629886287,131072,87,-56,-1,-1,0
1523629886287,0,87,-56,-1,-1,0
1523629886287,0,87,-56,-1,-1,0
1523629886287,-131072,87,-56,-1,-1,0
1523629886287,-262144,87,-56,-1,-1,0
1523629886327,-458752,87,-56,-1,-1,0
1523629886327,-786432,87,-56,-1,-1,0
1523629886327,-1114112,87,-56,-1,-1,0
1523629886327,-1507328,87,-56,-1,-1,0
1523629886327,-1703936,87,-56,-1,-1,0
1523629886367,-1900544,87,-56,-1,-1,0
1523629886367,-2097152,87,-56,-1,-1,0
1523629886367,-2293760,87,-56,-1,-1,0
1523629886367,-2293760,87,-56,-1,-1,0
1523629886367,-2162688,87,-56,-1,-1,0
1523629886407,-1835008,87,-56,-1,-1,0
1523629886407,-1441792,87,-56,-1,-1,0
1523629886407,-1048576,87,-56,-1,-1,0
1523629886407,-655360,87,-56,-1,-1,0
1523629886407,-393216,87,-56,-1,-1,0
1523629886447,-131072,87,-56,-1,-1,0
1523629886447,65536,87,-56,-1,-1,0
1523629886447,262144,87,-56,-1,-1,0
1523629886447,458752,87,-56,-1,-1,0
1523629886447,524288,87,-56,-1,-1,0
1523629886487,458752,87,-56,-1,-1,0
1523629886487,327680,87,-56,-1,-1,0
1523629886487,327680,87,-56,-1,-1,0
1523629886487,393216,87,-56,-1,-1,0
1523629886487,524288,87,-56,-1,-1,0
1523629886527,458752,87,-56,-1,-1,0
1523629886527,393216,87,-56,-1,-1,0
1523629886527,393216,87,-56,-1,-1,0
1523629886527,524288,87,-56,-1,-1,0
1523629886527,589824,87,-56,-1,-1,0
1523629886567,655360,87,-56,-1,-1,0
1523629886567,720896,87,-56,-1,-1,0
1523629886567,655360,87,-56,-1,-1,0
1523629886567,458752,87,-56,-1,-1,0
1523629886567,458752,87,-56,-1,-1,0
1523629886607,458752,87,-56,-1,-1,0
1523629886607,524288,87,-56,-1,-1,0
1523629886607,589824,87,-56,-1,-1,0
1523629886607,524288,87,-56,-1,-1,0
1523629886607,524288,87,-56,-1,-1,0
1523629886648,524288,87,-56,-1,-1,0
1523629886648,458752,87,-56,-1,-1,0
1523629886648,458752,87,-56,-1,-1,0
1523629886648,524288,87,-56,-1,-1,0
1523629886648,655360,87,-56,-1,-1,0
1523629886687,655360,87,-56,-1,-1,0
1523629886687,589824,87,-56,-1,-1,0
1523629886687,524288,87,-56,-1,-1,0
1523629886687,524288,87,-56,-1,-1,0
1523629886687,589824,87,-56,-1,-1,0
1523629886727,589824,87,-56,-1,-1,0
1523629886727,458752,87,-56,-1,-1,0
1523629886727,458752,87,-56,-1,-1,0
1523629886727,524288,87,-56,-1,-1,0
1523629886727,589824,87,-56,-1,-1,0
1523629886767,655360,87,-56,-1,-1,0
1523629886767,655360,87,-56,-1,-1,0
1523629886767,655360,87,-56,-1,-1,0
1523629886767,589824,87,-56,-1,-1,0
1523629886767,524288,87,-56,-1,-1,0
1523629886807,393216,87,-56,-1,-1,0
1523629886807,393216,87,-56,-1,-1,0
1523629886807,458752,87,-56,-1,-1,0
1523629886807,524288,87,-56,-1,-1,0
1523629886807,655360,87,-56,-1,-1,0
1523629886847,720896,87,-56,-1,-1,0
1523629886847,655360,87,-56,-1,-1,0
1523629886847,655360,87,-56,-1,-1,0
1523629886847,786432,87,-56,-1,-1,0
1523629886847,786432,87,-56,-1,-1,0
1523629886887,786432,87,-56,-1,-1,0
1523629886887,786432,87,-56,-1,-1,0
1523629886887,786432,87,-56,-1,-1,0
1523629886887,786432,87,-56,-1,-1,0
1523629886887,786432,87,-56,-1,-1,0
1523629886927,655360,87,-56,-1,-1,0
1523629886927,-589824,87,-56,-1,-1,0
1523629886927,-3932160,87,-56,-1,-1,0
1523629886927,-7929856,87,-56,-1,-1,0
1523629886927,-7798784,87,-56,-1,-1,0
1523629886967,-3211264,87,-56,-1,-1,0
1523629886967,917504,87,-56,-1,-1,0
1523629886967,1966080,87,-56,-1,-1,0
1523629886967,1572864,87,-56,-1,-1,0
1523629886967,1245184,87,-56,-1,-1,0
1523629887007,983040,87,-56,-1,-1,0
1523629887007,917504,87,-56,-1,-1,0
1523629887007,851968,87,-56,-1,-1,0
1523629887007,786432,87,-56,-1,-1,0
1523629887007,655360,87,-56,-1,-1,0
1523629887047,589824,87,-56,-1,-1,0
1523629887047,589824,87,-56,-1,-1,0
1523629887047,524288,87,-56,-1,-1,0
1523629887047,393216,87,-56,-1,-1,0
1523629887047,262144,87,-56,-1,-1,0
1523629887087,131072,87,-56,-1,-1,0
1523629887087,0,87,-56,-1,-1,0
1523629887087,-65536,87,-56,-1,-1,0
1523629887087,-262144,87,-56,-1,-1,0
1523629887087,-524288,87,-56,-1,-1,0
1523629887127,-786432,87,-56,-1,-1,0
1523629887127,-1245184,87,-56,-1,-1,0
1523629887127,-1703936,87,-56,-1,-1,0
1523629887127,-1900544,87,-56,-1,-1,0
1523629887127,-2097152,87,-56,-1,-1,0
1523629887167,-2162688,87,-56,-1,-1,0
1523629887167,-2162688,87,-56,-1,-1,0
1523629887167,-1966080,87,-56,-1,-1,0
1523629887167,-1572864,87,-56,-1,-1,0
1523629887167,-1179648,87,-56,-1,-1,0
1523629887207,-786432,87,-56,-1,-1,0
1523629887207,-524288,87,-56,-1,-1,0
1523629887207,-262144,87,-56,-1,-1,0
1523629887207,0,87,-56,-1,-1,0
1523629887207,196608,87,-56,-1,-1,0
1523629887247,262144,87,-56,-1,-1,0
1523629887247,327680,87,-56,-1,-1,0
1523629887247,393216,87,-56,-1,-1,0
1523629887247,393216,87,-56,-1,-1,0
1523629887247,393216,87,-56,-1,-1,0
1523629887288,393216,87,-56,-1,-1,0
1523629887288,458752,87,-56,-1,-1,0
1523629887288,393216,87,-56,-1,-1,0
1523629887288,327680,87,-56,-1,-1,0
1523629887288,327680,87,-56,-1,-1,0
1523629887327,327680,87,-56,-1,-1,0
1523629887327,458752,87,-56,-1,-1,0
1523629887327,458752,87,-56,-1,-1,0
1523629887327,393216,87,-56,-1,-1,0
1523629887327,393216,87,-56,-1,-1,0
1523629887367,393216,87,-56,-1,-1,0
1523629887367,393216,87,-56,-1,-1,0
1523629887367,458752,87,-56,-1,-1,0
1523629887367,393216,87,-56,-1,-1,0
1523629887367,196608,87,-56,-1,-1,0
1523629887407,131072,87,-56,-1,-1,0
1523629887407,131072,87,-56,-1,-1,0
1523629887407,196608,87,-56,-1,-1,0
1523629887407,196608,87,-56,-1,-1,0
1523629887407,196608,87,-56,-1,-1,0
1523629887447,262144,87,-56,-1,-1,0
1523629887447,262144,87,-56,-1,-1,0
1523629887447,262144,87,-56,-1,-1,0
1523629887447,262144,87,-56,-1,-1,0
1523629887447,262144,87,-56,-1,-1,0
1523629887487,262144,87,-56,-1,-1,0
1523629887487,196608,87,-56,-1,-1,0
1523629887487,196608,87,-56,-1,-1,0
1523629887487,196608,87,-56,-1,-1,0
1523629887487,196608,87,-56,-1,-1,0
1523629887527,196608,87,-56,-1,-1,0
1523629887527,196608,87,-56,-1,-1,0
1523629887527,196608,87,-56,-1,-1,0
1523629887527,262144,87,-56,-1,-1,0
1523629887527,327680,87,-56,-1,-1,0
1523629887567,262144,87,-56,-1,-1,0
1523629887567,196608,87,-56,-1,-1,0
1523629887567,65536,87,-56,-1,-1,0
1523629887567,0,87,-56,-1,-1,0
1523629887567,-65536,87,-56,-1,-1,0
1523629887607,-65536,87,-56,-1,-1,0
1523629887607,0,87,-56,-1,-1,0
1523629887607,65536,87,-56,-1,-1,0
1523629887607,131072,87,-56,-1,-1,0
1523629887607,131072,87,-56,-1,-1,0
1523629887648,196608,87,-56,-1,-1,0
1523629887648,262144,87,-56,-1,-1,0
1523629887648,262144,87,-56,-1,-1,0
1523629887648,262144,87,-56,-1,-1,0
1523629887648,196608,87,-56,-1,-1,0
1523629887687,196608,87,-56,-1,-1,0
1523629887687,196608,87,-56,-1,-1,0
1523629887687,262144,87,-56,-1,-1,0
1523629887687,196608,87,-56,-1,-1,0
1523629887687,-851968,87,-56,-1,-1,0
1523629887727,-3801088,87,-56,-1,-1,0
1523629887727,-7602176,87,-56,-1,-1,0
1523629887727,-7995392,87,-56,-1,-1,0
1523629887727,-3932160,87,-56,-1,-1,0
1523629887727,327680,87,-56,-1,-1,0
1523629887767,1703936,87,-56,-1,-1,0
1523629887767,1376256,87,-56,-1,-1,0
1523629887767,851968,87,-56,-1,-1,0
1523629887767,458752,87,-56,-1,-1,0
1523629887767,262144,87,-56,-1,-1,0
1523629887807,131072,87,-56,-1,-1,0
1523629887807,65536,87,-56,-1,-1,0
1523629887807,0,87,-56,-1,-1,0
1523629887807,0,87,-56,-1,-1,0
1523629887807,-65536,87,-56,-1,-1,0
1523629887847,-196608,87,-56,-1,-1,0
1523629887847,-262144,87,-56,-1,-1,0
1523629887847,-393216,87,-56,-1,-1,0
1523629887847,-524288,87,-56,-1,-1,0
1523629887847,-720896,87,-56,-1,-1,0
1523629887887,-786432,87,-56,-1,-1,0
1523629887887,-983040,87,-56,-1,-1,0
1523629887887,-1245184,87,-56,-1,-1,0
1523629887887,-1572864,87,-56,-1,-1,0
1523629887887,-1966080,87,-56,-1,-1,0
1523629887928,-2359296,87,-56,-1,-1,0
1523629887928,-2752512,87,-56,-1,-1,0
1523629887928,-3014656,87,-56,-1,-1,0
1523629887928,-3080192,87,-56,-1,-1,0
1523629887928,-3014656,87,-56,-1,-1,0
1523629887967,-2752512,87,-56,-1,-1,0
1523629887967,-2359296,87,-56,-1,-1,0
1523629887967,-1769472,87,-56,-1,-1,0
1523629887967,-1245184,87,-56,-1,-1,0
1523629887967,-720896,87,-56,-1,-1,0
1523629888007,-327680,87,-56,-1,-1,0
1523629888007,0,87,-56,-1,-1,0
1523629888007,131072,87,-56,-1,-1,0
1523629888007,262144,87,-56,-1,-1,0
1523629888007,458752,87,-56,-1,-1,0
1523629888047,589824,87,-56,-1,-1,0
1523629888047,655360,87,-56,-1,-1,0
1523629888047,720896,87,-56,-1,-1,0
1523629888047,720896,87,-56,-1,-1,0
1523629888047,655360,87,-56,-1,-1,0
1523629888087,720896,87,-56,-1,-1,0
1523629888087,786432,87,-56,-1,-1,0
1523629888087,851968,87,-56,-1,-1,0
1523629888087,983040,87,-56,-1,-1,0
1523629888087,1048576,87,-56,-1,-1,0
1523629888127,1114112,87,-56,-1,-1,0
1523629888127,1114112,87,-56,-1,-1,0
1523629888127,1048576,87,-56,-1,-1,0
1523629888127,983040,87,-56,-1,-1,0
1523629888127,983040,87,-56,-1,-1,0
1523629888167,983040,87,-56,-1,-1,0
1523629888167,786432,87,-56,-1,-1,0
1523629888167,720896,87,-56,-1,-1,0
1523629888167,786432,87,-56,-1,-1,0
1523629888167,851968,87,-56,-1,-1,0
1523629888207,917504,87,-56,-1,-1,0
1523629888207,917504,87,-56,-1,-1,0
1523629888207,983040,87,-56,-1,-1,0
1523629888207,917504,87,-56,-1,-1,0
1523629888207,917504,87,-56,-1,-1,0
1523629888247,917504,87,-56,-1,-1,0
1523629888247,983040,87,-56,-1,-1,0
1523629888247,1114112,87,-56,-1,-1,0
1523629888247,1114112,87,-56,-1,-1,0
